Timestamp,ChunkStart,ChunkEnd,ChunkSize,ServerIp,ProcessingTime,TotalTime,PasswordFound,Granularity
2025-05-27 20:14:46,40,40,0,192.168.0.12,1,38,True,1
2025-05-27 20:14:46,42,42,0,192.168.0.12,0,36,True,1
2025-05-27 20:14:46,41,41,0,192.168.0.13,51,74,True,1
2025-05-27 20:14:46,43,43,0,192.168.0.12,0,33,True,1
2025-05-27 20:14:47,44,44,0,192.168.0.13,59,84,True,1
2025-05-27 20:14:47,45,45,0,192.168.0.12,0,35,True,1
2025-05-27 20:14:47,47,47,0,192.168.0.12,0,36,True,1
2025-05-27 20:14:47,46,46,0,192.168.0.13,57,75,True,1
2025-05-27 20:14:47,48,48,0,192.168.0.12,0,34,True,1
2025-05-27 20:14:47,49,49,0,192.168.0.13,46,69,True,1
2025-05-27 20:14:47,50,50,0,192.168.0.12,0,39,True,1
2025-05-27 20:14:47,52,52,0,192.168.0.12,0,34,True,1
2025-05-27 20:14:47,51,51,0,192.168.0.13,50,71,True,1
2025-05-27 20:14:47,53,53,0,192.168.0.12,0,32,True,1
2025-05-27 20:14:47,54,54,0,192.168.0.13,47,69,True,1
2025-05-27 20:14:47,55,55,0,192.168.0.12,0,40,True,1
2025-05-27 20:14:47,56,56,0,192.168.0.13,45,65,True,1
2025-05-27 20:14:47,57,57,0,192.168.0.12,1,37,True,1
2025-05-27 20:14:47,59,59,0,192.168.0.12,0,32,True,1
2025-05-27 20:14:47,58,58,0,192.168.0.13,40,61,True,1
2025-05-27 20:14:47,61,61,0,192.168.0.12,0,31,True,1
2025-05-27 20:14:47,60,60,0,192.168.0.13,44,65,True,1
2025-05-27 20:14:47,62,62,0,192.168.0.12,0,29,True,1
2025-05-27 20:14:47,63,63,0,192.168.0.13,47,68,True,1
2025-05-27 20:14:48,64,64,0,192.168.0.12,0,37,True,1
2025-05-27 20:14:48,65,65,0,192.168.0.13,42,62,True,1
2025-05-27 20:14:48,66,66,0,192.168.0.12,0,32,True,1
2025-05-27 20:14:48,68,68,0,192.168.0.12,0,36,True,1
2025-05-27 20:14:48,67,67,0,192.168.0.13,55,104,True,1
2025-05-27 20:14:48,70,70,0,192.168.0.12,0,41,True,1
2025-05-27 20:14:48,69,69,0,192.168.0.13,65,104,True,1
2025-05-27 20:14:48,71,71,0,192.168.0.12,0,34,True,1
2025-05-27 20:14:48,72,72,0,192.168.0.13,46,68,True,1
2025-05-27 20:14:48,73,73,0,192.168.0.12,0,34,True,1
2025-05-27 20:14:48,75,75,0,192.168.0.12,0,46,True,1
2025-05-27 20:14:48,74,74,0,192.168.0.13,55,74,True,1
2025-05-27 20:14:48,77,77,0,192.168.0.12,2,38,True,1
2025-05-27 20:14:48,76,76,0,192.168.0.13,46,64,True,1
2025-05-27 20:14:48,79,79,0,192.168.0.12,0,40,True,1
2025-05-27 20:14:48,78,78,0,192.168.0.13,45,64,True,1
2025-05-27 20:14:48,81,81,0,192.168.0.12,0,32,True,1
2025-05-27 20:14:48,80,80,0,192.168.0.13,46,67,True,1
2025-05-27 20:14:49,82,82,0,192.168.0.12,0,41,True,1
2025-05-27 20:14:49,83,83,0,192.168.0.13,57,87,True,1
2025-05-27 20:14:49,84,84,0,192.168.0.12,0,43,True,1
2025-05-27 20:14:49,86,86,0,192.168.0.12,0,48,True,1
2025-05-27 20:14:49,85,85,0,192.168.0.13,84,116,True,1
2025-05-27 20:14:49,87,87,0,192.168.0.12,0,35,True,1
2025-05-27 20:14:49,89,89,0,192.168.0.12,0,208,True,1
2025-05-27 20:14:50,90,90,0,192.168.0.12,0,164,True,1
2025-05-27 20:14:50,88,88,0,192.168.0.13,759,781,True,1
2025-05-27 20:14:50,91,91,0,192.168.0.12,0,47,True,1
2025-05-27 20:14:50,93,93,0,192.168.0.12,0,39,True,1
2025-05-27 20:14:50,92,92,0,192.168.0.13,53,78,True,1
2025-05-27 20:14:50,95,95,0,192.168.0.12,0,39,True,1
2025-05-27 20:14:50,94,94,0,192.168.0.13,55,76,True,1
2025-05-27 20:14:50,97,97,0,192.168.0.12,0,34,True,1
2025-05-27 20:14:50,96,96,0,192.168.0.13,52,88,True,1
2025-05-27 20:14:50,98,98,0,192.168.0.12,0,38,True,1
2025-05-27 20:14:50,99,99,0,192.168.0.13,58,84,True,1
2025-05-27 20:14:50,100,100,0,192.168.0.12,0,36,True,1
2025-05-27 20:14:51,102,102,0,192.168.0.12,0,35,True,1
2025-05-27 20:14:51,101,101,0,192.168.0.13,54,74,True,1
2025-05-27 20:14:51,103,103,0,192.168.0.12,0,33,True,1
2025-05-27 20:14:51,104,104,0,192.168.0.13,47,70,True,1
2025-05-27 20:14:51,105,105,0,192.168.0.12,0,34,True,1
2025-05-27 20:14:51,107,107,0,192.168.0.12,0,39,True,1
2025-05-27 20:14:51,106,106,0,192.168.0.13,57,80,True,1
2025-05-27 20:14:51,108,108,0,192.168.0.12,0,37,True,1
2025-05-27 20:14:51,109,109,0,192.168.0.13,60,86,True,1
2025-05-27 20:14:51,110,110,0,192.168.0.12,0,36,True,1
2025-05-27 20:14:51,112,112,0,192.168.0.12,0,38,True,1
2025-05-27 20:14:51,111,111,0,192.168.0.13,59,87,True,1
2025-05-27 20:14:51,113,113,0,192.168.0.12,0,38,True,1
2025-05-27 20:14:51,114,114,0,192.168.0.13,51,81,True,1
2025-05-27 20:14:51,115,115,0,192.168.0.12,0,42,True,1
2025-05-27 20:14:51,117,117,0,192.168.0.12,1,48,True,1
2025-05-27 20:14:51,116,116,0,192.168.0.13,71,94,True,1
2025-05-27 20:14:52,118,118,0,192.168.0.12,0,44,True,1
2025-05-27 20:14:52,119,119,0,192.168.0.13,57,91,True,1
2025-05-27 20:14:52,120,120,0,192.168.0.12,0,40,True,1
2025-05-27 20:14:52,122,122,0,192.168.0.12,0,37,True,1
2025-05-27 20:14:52,121,121,0,192.168.0.13,55,79,True,1
2025-05-27 20:14:52,123,123,0,192.168.0.12,0,34,True,1
2025-05-27 20:14:52,124,124,0,192.168.0.13,47,65,True,1
2025-05-27 20:14:52,125,125,0,192.168.0.12,0,35,True,1
2025-05-27 20:14:52,127,127,0,192.168.0.12,0,65,True,1
2025-05-27 20:14:52,126,126,0,192.168.0.13,105,128,True,1
2025-05-27 20:14:52,128,128,0,192.168.0.12,0,37,True,1
2025-05-27 20:14:52,129,129,0,192.168.0.13,47,71,True,1
2025-05-27 20:14:52,130,130,0,192.168.0.12,0,50,True,1
2025-05-27 20:14:52,131,131,0,192.168.0.13,54,83,True,1
2025-05-27 20:14:52,132,132,0,192.168.0.12,0,37,True,1
2025-05-27 20:14:52,134,134,0,192.168.0.12,0,31,True,1
2025-05-27 20:14:52,133,133,0,192.168.0.13,42,62,True,1
2025-05-27 20:14:53,135,135,0,192.168.0.13,38,58,True,1
2025-05-27 20:14:55,136,136,0,192.168.0.13,43,63,True,1
2025-05-27 20:14:55,137,137,0,192.168.0.13,37,56,True,1
2025-05-27 20:14:55,138,138,0,192.168.0.13,38,56,True,1
2025-05-27 20:14:55,139,139,0,192.168.0.13,50,68,True,1
2025-05-27 20:14:55,140,140,0,192.168.0.13,39,57,True,1
2025-05-27 20:14:55,141,141,0,192.168.0.13,37,57,True,1
2025-05-27 20:14:55,142,142,0,192.168.0.13,46,67,True,1
2025-05-27 20:14:55,143,143,0,192.168.0.13,46,67,True,1
2025-05-27 20:14:56,144,144,0,192.168.0.13,47,69,True,1
2025-05-27 20:14:56,145,145,0,192.168.0.13,44,65,True,1
2025-05-27 20:14:56,146,146,0,192.168.0.13,43,65,True,1
2025-05-27 20:14:56,147,147,0,192.168.0.13,43,64,True,1
2025-05-27 20:14:56,148,148,0,192.168.0.13,47,69,True,1
2025-05-27 20:14:56,149,149,0,192.168.0.13,43,64,True,1
2025-05-27 20:14:56,150,150,0,192.168.0.13,43,63,True,1
2025-05-27 20:14:56,151,151,0,192.168.0.13,44,65,True,1
2025-05-27 20:14:56,152,152,0,192.168.0.13,59,79,True,1
2025-05-27 20:14:57,153,153,0,192.168.0.13,46,67,True,1
2025-05-27 20:14:57,154,154,0,192.168.0.13,45,65,True,1
2025-05-27 20:14:57,155,155,0,192.168.0.13,40,59,True,1
2025-05-27 20:14:57,156,156,0,192.168.0.13,105,124,True,1
2025-05-27 20:15:49,1,1000,999,192.168.0.12,4145,4251,True,1000
2025-05-27 20:15:55,2001,3000,999,192.168.0.12,6242,6407,True,1000
2025-05-27 20:16:01,3001,4000,999,192.168.0.12,5883,5920,True,1000
2025-05-27 20:16:02,1001,2000,999,192.168.0.13,17436,17524,True,1000
2025-05-27 20:16:10,4001,5000,999,192.168.0.12,8256,8291,True,1000
2025-05-27 20:16:18,5001,6000,999,192.168.0.13,16250,16285,True,1000
2025-05-27 20:16:19,6001,7000,999,192.168.0.12,9121,9158,True,1000
2025-05-27 20:16:27,8001,9000,999,192.168.0.12,8436,8478,True,1000
2025-05-27 20:16:35,7001,8000,999,192.168.0.13,16940,16964,True,1000
2025-05-27 20:16:36,9001,10000,999,192.168.0.12,8834,8872,True,1000 
2025-05-27 20:16:42,11001,12000,999,192.168.0.12,5920,5969,True,1000
2025-05-27 20:16:51,12001,13000,999,192.168.0.12,7903,8085,True,1000
2025-05-27 20:16:53,10001,11000,999,192.168.0.13,16991,17013,True,1000
2025-05-27 20:17:00,13001,14000,999,192.168.0.12,9196,9234,True,1000
2025-05-27 20:19:21,1,10000,9999,192.168.0.12,67052,67133,True,10000
2025-05-27 20:20:37,20001,30000,9999,192.168.0.12,76127,76170,True,10000
2025-05-27 20:21:24,10001,20000,9999,192.168.0.13,189915,189981,True,10000
2025-05-27 20:21:24,30001,40000,9999,192.168.0.12,46664,46715,True,10000
2025-05-27 20:31:05,1,5,4,192.168.0.12,25,95,True,5
2025-05-27 20:31:06,6,10,4,192.168.0.13,28,102,True,5
2025-05-27 20:31:07,11,15,4,192.168.0.12,24,92,True,5
2025-05-27 20:31:08,1,20,19,192.168.0.13,86,152,True,20
2025-05-27 20:31:09,21,40,19,192.168.0.12,93,158,True,20
2025-05-27 20:31:10,1,100,99,192.168.0.13,245,305,True,100
2025-05-27 20:31:11,101,200,99,192.168.0.12,252,310,True,100
2025-05-27 20:31:12,1,300,299,192.168.0.13,865,915,True,300
2025-05-27 20:31:13,1,500,499,192.168.0.12,1685,1735,True,500
2025-05-27 20:31:14,501,1000,499,192.168.0.13,1726,1771,True,500
2025-05-27 20:31:20,1,2500,2499,192.168.0.12,12756,12785,True,2500
2025-05-27 20:31:25,2501,5000,2499,192.168.0.13,12845,12874,True,2500
2025-05-27 20:31:30,1,3000,2999,192.168.0.12,17850,17875,True,3000
2025-05-27 20:31:35,1,4000,3999,192.168.0.13,25650,25675,True,4000
2025-05-27 20:31:38,1,6000,5999,192.168.0.12,36750,36783,False,6000
2025-05-27 20:31:45,1,8000,7999,192.168.0.13,49350,49385,False,8000
2025-05-27 20:32:00,40001,60000,19999,192.168.0.13,152540,152585,False,20000
2025-05-27 20:32:30,1,40000,39999,192.168.0.12,185420,185475,False,40000
2025-05-27 20:33:15,1,60000,59999,192.168.0.13,235680,235750,False,60000
2025-05-27 20:34:20,1,80000,79999,192.168.0.12,315950,316050,False,80000
